step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
401,CASH_OUT,21660.59,C1313549567,0.0,0.0,C653760365,182703.61,204364.19,0,0
400,CASH_IN,268992.32,C1727434622,93399.0,362391.32,C362648970,956496.54,687504.22,0,0
303,TRANSFER,199870.29,C37736433,199870.29,0.0,C279131656,0.0,0.0,1,0
182,TRANSFER,767755.17,C304885039,767755.17,0.0,C2068840304,0.0,0.0,1,0
598,PAYMENT,13583.38,C419054299,20295.0,6711.62,M170180146,0.0,0.0,0,0
14,CASH_OUT,430196.83,C782759132,901584.0,471387.17,C933249677,1101159.95,1633678.57,0,0
310,CASH_OUT,152093.53,C1839646875,23147.0,0.0,C88411401,168135.61,320229.14,0,0
250,TRANSFER,177217.55,C1034306839,177217.55,0.0,C1979293202,0.0,0.0,1,0
15,CASH_IN,342692.32,C630750356,10486.0,353178.32,C1534705238,0.0,0.0,0,0
612,PAYMENT,4349.13,C1985230614,59974.0,55624.87,M1473542190,0.0,0.0,0,0
226,CASH_OUT,66751.97,C129904211,0.0,0.0,C501254005,5259652.68,5326404.66,0,0
162,CASH_OUT,266007.6,C1635608986,20427.0,0.0,C722436469,100084.06,366091.66,0,0
325,CASH_OUT,166968.78,C1968649265,0.0,0.0,C1985505928,202041.76,369010.54,0,0
20,PAYMENT,4466.85,C606523389,1722.1,0.0,M552931253,0.0,0.0,0,0
518,CASH_OUT,43188.32,C1091589527,4288.0,0.0,C1481157081,0.0,43188.32,0,0
213,CASH_OUT,114806.31,C1034535533,0.0,0.0,C656400047,8793859.57,8908665.88,0,0
119,TRANSFER,2096281.32,C1360296047,0.0,0.0,C111636207,8414827.94,10511109.26,0,0
131,PAYMENT,46541.08,C1915614257,13354.61,0.0,M235550065,0.0,0.0,0,0
139,PAYMENT,2582.78,C1316267455,0.0,0.0,M33168969,0.0,0.0,0,0
121,PAYMENT,16873.01,C703187021,44452.4,27579.4,M794726081,0.0,0.0,0,0
9,PAYMENT,27901.45,C1755382174,440061.17,412159.72,M1825905123,0.0,0.0,0,0
590,CASH_OUT,498183.25,C104610866,498183.25,0.0,C1054580696,107993.04,606176.29,1,0
162,CASH_OUT,167505.88,C1655900138,223120.8,55614.92,C1834955450,308309.19,475815.07,0,0
156,PAYMENT,13046.62,C89383577,22189.0,9142.38,M1974469621,0.0,0.0,0,0
34,PAYMENT,1332.63,C1417172052,473791.08,472458.45,M1412686735,0.0,0.0,0,0
451,PAYMENT,35641.98,C738027992,0.0,0.0,M647079394,0.0,0.0,0,0
279,CASH_IN,160494.33,C457506643,1450696.38,1611190.72,C1369941160,196000.16,35505.82,0,0
155,PAYMENT,5018.23,C1704434575,10351.0,5332.77,M340970758,0.0,0.0,0,0
178,CASH_IN,232624.87,C1538413659,108678.0,341302.87,C86566296,2283127.13,2050502.26,0,0
403,PAYMENT,17420.96,C327876021,96797.68,79376.73,M1699240722,0.0,0.0,0,0
402,CASH_OUT,591105.23,C306824765,0.0,0.0,C1683156762,1196810.81,1787916.04,0,0
298,CASH_OUT,171149.45,C294637923,0.0,0.0,C53752044,1031970.37,1203119.82,0,0
302,TRANSFER,1195070.86,C1232936548,42205.0,0.0,C506321983,0.0,1195070.86,0,0
251,CASH_OUT,95614.55,C1777420210,0.0,0.0,C1489485786,1445561.44,1541175.99,0,0
323,PAYMENT,2252.44,C1738672335,0.0,0.0,M1760399029,0.0,0.0,0,0
129,CASH_OUT,349610.55,C461756739,20633.0,0.0,C632437973,0.0,31520.62,0,0
619,PAYMENT,9876.95,C514653163,94463.31,84586.36,M630730492,0.0,0.0,0,0
231,PAYMENT,15176.79,C1697220057,0.0,0.0,M698406907,0.0,0.0,0,0
617,TRANSFER,621034.85,C1846853736,621034.85,0.0,C1061343039,0.0,0.0,1,0
132,CASH_OUT,577730.84,C1331546945,106719.0,0.0,C971636197,160741.95,940859.57,0,0
134,CASH_OUT,85217.2,C383876607,0.0,0.0,C1296171033,852498.92,937716.12,0,0
45,PAYMENT,7013.41,C2066796751,51658.0,44644.59,M1317970073,0.0,0.0,0,0
164,DEBIT,3385.84,C97929725,4859.0,1473.16,C1639044833,38390.05,41775.89,0,0
374,CASH_OUT,492453.66,C1844438547,74482.0,0.0,C2075518331,0.0,492453.66,0,0
160,CASH_OUT,154152.57,C1847399381,0.0,0.0,C349336071,3095408.65,3249561.23,0,0
178,CASH_IN,321415.89,C905603325,3189378.73,3510794.62,C198626528,2383156.93,2061741.04,0,0
326,TRANSFER,490158.2,C866617206,37466.0,0.0,C665078271,890767.96,1380926.16,0,0
137,CASH_OUT,296174.84,C831085259,55023.0,0.0,C1537389961,1854433.93,2150608.77,0,0
132,PAYMENT,32068.6,C2034265661,524466.65,492398.05,M1984743975,0.0,0.0,0,0
202,PAYMENT,2985.32,C1505321488,0.0,0.0,M700523219,0.0,0.0,0,0
11,PAYMENT,11952.73,C476887126,36284.46,24331.73,M1265133194,0.0,0.0,0,0
121,TRANSFER,1241118.86,C1539299608,1241118.86,0.0,C375267568,0.0,0.0,1,0
525,PAYMENT,3229.67,C679753029,0.0,0.0,M82400250,0.0,0.0,0,0
17,PAYMENT,7277.4,C873845016,363833.67,356556.27,M499769275,0.0,0.0,0,0
408,PAYMENT,4381.63,C57651531,63770.0,59388.37,M374524864,0.0,0.0,0,0
134,CASH_OUT,94681.43,C1507069667,314236.0,219554.57,C1588405501,0.0,94681.43,0,0
494,TRANSFER,3642569.29,C964891508,3642569.29,0.0,C262568847,0.0,0.0,1,0
306,CASH_OUT,110673.28,C1114132242,9627.15,0.0,C165766906,8849843.03,8960516.31,0,0
188,CASH_OUT,133563.95,C2068375845,0.0,0.0,C1225853594,1790842.52,1924406.47,0,0
160,CASH_IN,15853.36,C1853224563,5568398.35,5584251.7,C559154038,335630.81,319777.46,0,0
185,PAYMENT,95.75,C276631754,0.0,0.0,M750564300,0.0,0.0,0,0
273,CASH_IN,23596.65,C401976354,1178873.8,1202470.45,C428534746,506097.67,482501.02,0,0
34,CASH_OUT,261087.65,C1891481269,5598.0,0.0,C1652148079,1559804.4,1820892.05,0,0
670,TRANSFER,929106.32,C1689585176,929106.32,0.0,C57612044,0.0,0.0,1,0
551,TRANSFER,150924.76,C1104531414,150924.76,0.0,C1502819168,0.0,0.0,1,0
251,TRANSFER,149350.35,C1962863386,0.0,0.0,C487018190,1514025.88,1663376.23,0,0
10,CASH_IN,115927.13,C1766937254,1395941.96,1511869.09,C2011860169,904007.67,698185.53,0,0
307,CASH_OUT,28398.74,C1471051994,0.0,0.0,C1044365267,226973.48,255372.22,0,0
131,CASH_IN,211047.6,C1341671760,4731503.43,4942551.03,C1402847009,222734.27,11686.66,0,0
162,PAYMENT,3767.3,C1509465065,87295.85,83528.54,M1692298160,0.0,0.0,0,0
670,PAYMENT,3.65,C741219136,59974.0,59970.35,M775145953,0.0,0.0,0,0
40,TRANSFER,166695.93,C2104703442,0.0,0.0,C1317879563,7886737.5,8053433.42,0,0
329,PAYMENT,4515.26,C1376125371,180256.0,175740.74,M73997215,0.0,0.0,0,0
94,CASH_IN,19954.75,C1078499408,28649044.05,28668998.8,C173674973,652633.88,632679.13,0,0
282,PAYMENT,10668.94,C962934326,0.0,0.0,M557968869,0.0,0.0,0,0
130,CASH_OUT,243716.64,C860650200,10325.0,0.0,C1382283411,131954.94,375671.57,0,0
356,CASH_IN,79643.21,C992407966,342898.67,422541.87,C909116681,173359.32,93716.12,0,0
153,PAYMENT,1839.3,C445006508,0.0,0.0,M2009302333,0.0,0.0,0,0
307,CASH_OUT,136192.42,C1850551215,0.0,0.0,C822132481,1222765.34,1358957.76,0,0
163,CASH_OUT,347541.66,C1467822022,33293.0,0.0,C2094642778,0.0,347541.66,0,0
224,TRANSFER,107351.33,C1345101920,107351.33,0.0,C2138212554,0.0,0.0,1,0
25,TRANSFER,938309.28,C671192225,3205.0,0.0,C672923509,125481.47,1063790.75,0,0
34,CASH_OUT,261708.76,C1468090816,100470.0,0.0,C1010390776,1362885.73,1624594.49,0,0
94,CASH_IN,193554.04,C518311526,2524599.17,2718153.21,C1063782390,980116.18,786562.13,0,0
232,TRANSFER,398671.31,C2040730825,5061.0,0.0,C241308114,35063.98,433735.28,0,0
211,CASH_OUT,11879.82,C1547678295,0.0,0.0,C2052995526,143340.77,155220.59,0,0
18,CASH_IN,10326.95,C761951095,11373403.68,11383730.63,C1766776273,269028.26,1603.95,0,0
11,CASH_OUT,192929.48,C1352084946,0.0,0.0,C1250876164,520136.46,405762.22,0,0
329,PAYMENT,7770.52,C395857189,101056.0,93285.48,M16979820,0.0,0.0,0,0
346,PAYMENT,33973.35,C795153568,27142.64,0.0,M925841980,0.0,0.0,0,0
161,TRANSFER,197183.07,C1500751532,0.0,0.0,C173141569,8650310.64,8847493.71,0,0
139,PAYMENT,11623.41,C1616762797,8023.0,0.0,M1083034191,0.0,0.0,0,0
381,CASH_OUT,75514.45,C1105389212,55525.0,0.0,C977859325,0.0,75514.45,0,0
13,CASH_OUT,287218.91,C629567371,72084.0,0.0,C2045435399,0.0,49806.31,0,0
321,PAYMENT,50884.11,C2018893030,9906.59,0.0,M1196768819,0.0,0.0,0,0
379,PAYMENT,64315.44,C908412915,88163.17,23847.73,M208369630,0.0,0.0,0,0
565,CASH_OUT,236269.47,C2073767964,21191.0,0.0,C1482197496,700865.42,937134.89,0,0
330,CASH_OUT,25906.64,C444661705,0.0,0.0,C518566703,34851.0,87156.58,0,0
208,CASH_OUT,8024.22,C538408322,148260.0,140235.78,C464294308,286113.04,294137.27,0,0
405,PAYMENT,19390.36,C1584904982,0.0,0.0,M973602257,0.0,0.0,0,0
20,CASH_IN,338070.04,C938285205,2415975.04,2754045.08,C322607870,668782.12,330712.08,0,0
134,CASH_OUT,304909.02,C1463124583,0.0,0.0,C1554540309,16183003.27,16487912.29,0,0
134,CASH_OUT,328261.89,C2136375337,0.0,0.0,C181158603,2777679.72,3268314.47,0,0
180,CASH_OUT,294447.11,C1704804912,0.0,0.0,C707864089,3211836.8,3506283.91,0,0
234,CASH_OUT,195393.22,C731237621,6959.0,0.0,C1037820078,218068.67,413461.89,0,0
18,PAYMENT,21724.23,C906060809,52148.73,30424.5,M1106354342,0.0,0.0,0,0
282,PAYMENT,20013.17,C1821374502,44642.78,24629.61,M1308692962,0.0,0.0,0,0
12,PAYMENT,10925.58,C1443455937,0.0,0.0,M1642757260,0.0,0.0,0,0
143,PAYMENT,16800.1,C1944143513,83072.0,66271.9,M1773096172,0.0,0.0,0,0
571,CASH_OUT,127835.97,C1808535877,10428.0,0.0,C372901715,0.0,127835.97,0,0
42,PAYMENT,12860.44,C1377934961,0.0,0.0,M1744524019,0.0,0.0,0,0
43,CASH_IN,51378.08,C390335936,49367.0,100745.08,C1469609529,13121824.71,12964605.79,0,0
229,PAYMENT,24112.51,C1745927364,937.0,0.0,M1164088730,0.0,0.0,0,0
164,PAYMENT,3118.65,C1838947777,277359.33,274240.68,M601947647,0.0,0.0,0,0
34,CASH_OUT,560734.91,C1966710402,0.0,0.0,C393827339,1279102.45,1839837.36,0,0
274,CASH_OUT,417787.06,C1653173465,36702.0,0.0,C339666788,0.0,417787.06,0,0
140,CASH_IN,83208.74,C249660509,4800673.73,4883882.47,C586219321,1355697.41,1272488.67,0,0
162,CASH_IN,7332.8,C975850569,72255.0,79587.8,C1076616579,555808.24,548475.44,0,0
13,CASH_IN,370213.59,C1726076966,7130310.58,7500524.17,C1244869566,832693.42,462479.83,0,0
250,TRANSFER,179033.25,C272929555,22950.0,0.0,C1421289444,1850707.96,2029741.21,0,0
355,CASH_OUT,244060.94,C1813830715,0.0,0.0,C1379050026,9268676.94,9512737.88,0,0
134,CASH_OUT,546652.31,C1802920586,0.0,0.0,C1476610309,6784523.24,7331175.55,0,0
378,PAYMENT,8277.89,C2019494130,12383.0,4105.11,M2068061331,0.0,0.0,0,0
429,PAYMENT,7430.5,C1905861842,952.0,0.0,M1585750332,0.0,0.0,0,0
350,CASH_OUT,174925.63,C1614819401,0.0,0.0,C1492359254,7153501.13,7328426.76,0,0
238,PAYMENT,12909.15,C1944969947,204711.0,191801.85,M347389076,0.0,0.0,0,0
140,CASH_IN,86364.72,C631821504,226.0,86590.72,C46505389,430662.33,344297.61,0,0
188,CASH_IN,152107.86,C870833845,6334221.48,6486329.34,C846484205,4489681.62,4337573.76,0,0
33,TRANSFER,10000000.0,C1439740840,19887819.06,9887819.06,C875288652,0.0,0.0,1,0
284,PAYMENT,26410.14,C107050042,0.0,0.0,M1537481968,0.0,0.0,0,0
279,TRANSFER,228910.23,C651714336,0.0,0.0,C366078867,234158.82,463069.06,0,0
229,CASH_OUT,34134.94,C1135914373,719.0,0.0,C1869748374,82625.29,116760.23,0,0
154,CASH_OUT,116104.21,C587651007,0.0,0.0,C287749683,1089756.61,1205860.82,0,0
492,TRANSFER,1078414.88,C2114834852,31872.0,0.0,C17389519,0.0,1078414.88,0,0
353,CASH_OUT,82201.76,C1611802865,11368.0,0.0,C1290969793,0.0,82201.76,0,0
332,CASH_OUT,71071.89,C2094003428,107129.0,36057.11,C480499021,0.0,71071.89,0,0
325,CASH_OUT,192159.13,C830531419,0.0,0.0,C1306426451,454118.66,646277.8,0,0
139,CASH_OUT,75046.31,C1737948543,54769.0,0.0,C213524920,1535499.25,1610545.55,0,0
335,CASH_OUT,61759.27,C574235209,0.0,0.0,C782223608,1047038.62,1108797.89,0,0
350,CASH_OUT,453610.52,C799320488,51502.0,0.0,C1282124041,532004.99,985615.51,0,0
371,PAYMENT,5546.04,C1895030295,0.0,0.0,M1081633885,0.0,0.0,0,0
185,CASH_OUT,80348.36,C878473014,41925.0,0.0,C1646392302,137858.73,218207.08,0,0
130,PAYMENT,50647.07,C1169820306,12869.0,0.0,M1196147081,0.0,0.0,0,0
255,CASH_IN,126922.6,C923472990,1729801.88,1856724.48,C2082601009,1830440.51,1703517.91,0,0
298,CASH_OUT,100016.13,C136329453,11970.0,0.0,C2084336340,1088333.73,1188349.87,0,0
187,PAYMENT,9694.21,C1174044823,311221.72,301527.52,M1484675120,0.0,0.0,0,0
134,PAYMENT,5765.16,C1046165855,38440.27,32675.12,M414962118,0.0,0.0,0,0
374,PAYMENT,24997.67,C275606531,0.0,0.0,M1902260999,0.0,0.0,0,0
372,CASH_OUT,115291.48,C1405800421,2381.0,0.0,C722815651,48223.86,163515.34,0,0
132,TRANSFER,1452930.11,C229732473,19978.0,0.0,C1120997510,138201.58,1858192.31,0,0
203,CASH_IN,40728.01,C228502869,107391.0,148119.01,C820352737,0.0,194545.98,0,0
163,CASH_IN,108368.85,C277198072,3947094.94,4055463.79,C1070538131,3675635.07,3567266.22,0,0
205,CASH_OUT,220946.25,C1584739086,0.0,0.0,C1159397576,1389566.65,1610512.9,0,0
211,CASH_OUT,106190.01,C1988897201,0.0,0.0,C59935339,264953.65,371143.66,0,0
396,TRANSFER,3406910.62,C813931634,0.0,0.0,C696165906,7261470.28,10668380.91,0,0
286,CASH_IN,137103.14,C125614923,5116566.71,5253669.84,C1129555262,149386.78,12283.64,0,0
12,PAYMENT,3316.54,C1105807341,546786.74,543470.2,M111499258,0.0,0.0,0,0
17,CASH_OUT,146937.29,C705051064,106986.0,0.0,C1067209571,880516.25,1027453.54,0,0
592,PAYMENT,797.63,C1228194369,303941.0,303143.37,M1672071450,0.0,0.0,0,0
373,CASH_OUT,303300.92,C1862315877,0.0,0.0,C2085860326,8450911.44,8754212.35,0,0
17,CASH_OUT,462668.1,C1222385491,0.0,0.0,C453211571,11899495.58,12362163.68,0,0
155,CASH_OUT,494442.2,C1177564509,0.0,0.0,C766563613,1572076.48,2066518.69,0,0
253,CASH_IN,122814.07,C2137465155,135.0,122949.07,C1480625728,0.0,0.0,0,0
38,PAYMENT,1391.54,C14573187,250944.0,249552.46,M613832356,0.0,0.0,0,0
132,CASH_OUT,430474.78,C1092088843,0.0,0.0,C1958180480,848716.44,1279191.23,0,0
181,CASH_OUT,278732.6,C109090968,32149.0,0.0,C400654029,2420893.86,2699626.46,0,0
262,CASH_IN,25119.24,C139566598,1371443.46,1396562.7,C441802062,7850277.45,7825158.21,0,0
669,CASH_IN,286114.99,C1124119311,3377858.82,3663973.82,C821652941,1539067.75,1252952.76,0,0
210,CASH_IN,1019.42,C1823300171,31185.0,32204.42,C1746176153,34715.01,33695.59,0,0
261,CASH_OUT,105677.03,C1479566261,0.0,0.0,C352206686,2456909.13,2562586.16,0,0
284,CASH_OUT,23443.98,C1959425282,28112.0,4668.02,C959087804,133565.38,157009.36,0,0
151,TRANSFER,443893.69,C1983851007,443893.69,0.0,C1777824686,0.0,0.0,1,0
378,CASH_IN,240654.62,C1238047836,926584.0,1167238.62,C1879790814,244404.1,3749.48,0,0
188,CASH_OUT,82863.54,C733229494,21488.0,0.0,C1983827347,1360344.87,1443208.41,0,0
138,PAYMENT,29910.7,C55243979,221295.15,191384.45,M878848289,0.0,0.0,0,0
534,CASH_OUT,1390332.39,C1515790640,1390332.39,0.0,C1288810506,0.0,1390332.39,1,0
328,PAYMENT,6011.73,C1992749865,0.0,0.0,M1667804572,0.0,0.0,0,0
261,TRANSFER,348838.91,C1828104131,0.0,0.0,C6153414,1796251.2,2145090.1,0,0
416,PAYMENT,12005.08,C1003659118,30251.0,18245.92,M2098844662,0.0,0.0,0,0
355,PAYMENT,6909.18,C1115880742,102853.0,95943.82,M50972873,0.0,0.0,0,0
509,CASH_OUT,1994525.04,C2059919874,1994525.04,0.0,C1227773063,337740.87,2332265.91,1,0
299,PAYMENT,12659.23,C1823608755,80130.0,67470.77,M1480605801,0.0,0.0,0,0
263,TRANSFER,621271.5,C688140632,0.0,0.0,C1803213251,3595822.61,4217094.11,0,0
16,CASH_OUT,277206.51,C447373902,50321.0,0.0,C1459368827,0.0,0.0,0,0
201,PAYMENT,18181.23,C1052712571,0.0,0.0,M243167220,0.0,0.0,0,0
329,PAYMENT,5075.12,C1482215113,21044.0,15968.88,M248772836,0.0,0.0,0,0
130,TRANSFER,1008055.55,C1825366085,0.0,0.0,C1054427962,2990117.7,3998173.24,0,0
505,CASH_OUT,2979972.78,C1670945356,2979972.78,0.0,C788738425,267407.43,3247380.2,1,0
191,TRANSFER,661951.12,C967860590,0.0,0.0,C1181134324,4464322.8,5126273.92,0,0
276,CASH_OUT,77736.94,C759591761,220662.65,142925.71,C163147199,164121.94,241858.88,0,0
399,PAYMENT,41017.6,C103047319,302655.0,261637.4,M993287067,0.0,0.0,0,0
19,CASH_OUT,81357.92,C1324925404,2672.0,0.0,C199299242,347827.94,429185.86,0,0
8,CASH_OUT,434544.54,C376735271,3620.0,0.0,C310737318,2756.43,1022379.45,0,0
353,CASH_IN,87958.5,C1993881215,90923.0,178881.5,C1965946355,2336284.69,2248326.19,0,0
211,PAYMENT,3975.06,C7067704,372535.78,368560.71,M597635768,0.0,0.0,0,0
188,TRANSFER,102004.7,C246766962,0.0,0.0,C1000406691,1234316.91,1336321.61,0,0
183,CASH_IN,204248.96,C1979092288,16929190.19,17133439.15,C280226418,3718228.98,3513980.02,0,0
305,CASH_IN,219455.79,C1654623050,50942.0,270397.79,C317029118,65017.42,0.0,0,0
13,TRANSFER,442101.48,C540248777,0.0,0.0,C1694636980,1824373.26,2266474.74,0,0
202,CASH_OUT,57104.45,C618421028,53120.0,0.0,C706564871,318414.2,375518.65,0,0
399,CASH_IN,342880.18,C2120146079,81092.0,423972.18,C2112096423,203347.41,0.0,0,0
213,CASH_OUT,94343.65,C1952451821,0.0,0.0,C2140069165,106214.86,200558.51,0,0
503,CASH_IN,218759.57,C713975504,8129907.46,8348667.03,C404291146,360562.28,141802.71,0,0
373,PAYMENT,1632.2,C609326332,260034.0,258401.8,M1764316662,0.0,0.0,0,0
325,PAYMENT,31158.25,C1895824241,179416.44,148258.19,M1176730397,0.0,0.0,0,0
9,CASH_OUT,159022.13,C1970395543,100332.0,0.0,C1875625456,0.0,159022.13,0,0
254,TRANSFER,159225.76,C1178144946,375.0,0.0,C974873734,0.0,159225.76,0,0
158,CASH_IN,319271.08,C1077472909,3856830.43,4176101.51,C1132354282,437679.31,118408.23,0,0
163,PAYMENT,9956.9,C179643276,139862.0,129905.1,M1853858599,0.0,0.0,0,0
525,CASH_IN,88266.19,C436673274,508098.0,596364.19,C1999329994,918876.1,830609.91,0,0
348,CASH_OUT,361334.0,C1024709455,711.0,0.0,C1418737007,0.0,361334.0,0,0
401,TRANSFER,112639.33,C586777599,0.0,0.0,C1541249299,7053620.62,7166259.95,0,0
139,PAYMENT,2467.57,C692543363,0.0,0.0,M43689491,0.0,0.0,0,0
403,PAYMENT,10135.68,C77061220,0.0,0.0,M1906287526,0.0,0.0,0,0
378,PAYMENT,28694.63,C1639539392,0.0,0.0,M75169296,0.0,0.0,0,0
210,CASH_IN,34968.89,C1845402508,961.0,35929.89,C114153479,350392.2,315423.31,0,0
155,CASH_OUT,132607.22,C2133813051,5972.0,0.0,C1221179630,30279.74,162886.95,0,0
692,PAYMENT,25097.98,C820347376,0.0,0.0,M1878397922,0.0,0.0,0,0
233,PAYMENT,9892.39,C1434063893,797161.0,787268.61,M879105792,0.0,0.0,0,0
254,TRANSFER,193442.21,C1814557544,0.0,0.0,C465286489,1055275.79,1248718.0,0,0
41,CASH_OUT,144045.24,C2077873229,20855.0,0.0,C1543027711,0.0,144045.24,0,0
279,PAYMENT,18232.86,C1126940128,0.0,0.0,M105448575,0.0,0.0,0,0
161,PAYMENT,1053.23,C509959547,205985.73,204932.5,M1025232579,0.0,0.0,0,0
203,CASH_IN,82739.48,C1131348826,5059568.39,5142307.86,C1628903184,382457.67,299718.2,0,0
350,CASH_IN,105349.99,C532238126,7613130.21,7718480.21,C1588959620,652549.32,547199.33,0,0
19,TRANSFER,707305.45,C311460991,0.0,0.0,C2134282358,2269297.86,2976603.31,0,0
358,CASH_OUT,110542.18,C575160301,105538.0,0.0,C2066309130,692003.04,802545.23,0,0
274,CASH_IN,128932.9,C1362288117,3283269.7,3412202.6,C287531277,1022958.71,894025.81,0,0
374,CASH_IN,74022.88,C1879946092,576002.11,650024.99,C1534305004,1586930.42,1512907.54,0,0
356,PAYMENT,31613.13,C490100965,0.0,0.0,M859354507,0.0,0.0,0,0
238,CASH_OUT,297425.36,C821033313,0.0,0.0,C26690150,1449846.69,1747272.05,0,0
259,CASH_OUT,131219.93,C910853647,0.0,0.0,C1595693003,36748001.81,36944400.32,0,0
594,DEBIT,1271.01,C778649018,1881.0,609.99,C1891715634,2573079.77,2574350.78,0,0
249,CASH_OUT,8828.02,C38874174,407175.0,398346.98,C672394448,312931.93,321759.95,0,0
396,CASH_OUT,112484.78,C1573514665,2228.0,0.0,C417416016,372615.48,485100.25,0,0
372,PAYMENT,28834.73,C2120882075,148981.49,120146.76,M1900868170,0.0,0.0,0,0
404,PAYMENT,9638.64,C1739933512,156417.0,146778.36,M1638393251,0.0,0.0,0,0
303,PAYMENT,33302.53,C853673439,0.0,0.0,M45689485,0.0,0.0,0,0
186,PAYMENT,5130.34,C1215466438,275759.59,270629.26,M1638964346,0.0,0.0,0,0
709,CASH_OUT,356830.35,C495533365,20446.0,0.0,C391586339,0.0,356830.35,0,0
349,PAYMENT,14236.61,C601223153,36568.17,22331.56,M1844456910,0.0,0.0,0,0
286,PAYMENT,5512.33,C984221834,210375.0,204862.67,M96835098,0.0,0.0,0,0
589,CASH_OUT,35033.87,C1056180402,0.0,0.0,C1144369110,247200.39,282234.26,0,0
349,TRANSFER,1931176.55,C1828924514,403467.7,0.0,C671130668,2362206.14,4293382.69,0,0
154,CASH_OUT,252573.71,C483324234,0.0,0.0,C192147378,7034294.03,7286867.74,0,0
163,PAYMENT,3631.54,C1963395353,10342.0,6710.46,M617039055,0.0,0.0,0,0
232,CASH_OUT,19024.84,C1347382798,0.0,0.0,C1661712810,2811348.71,2830373.55,0,0
308,CASH_IN,186638.08,C307812853,5783977.61,5970615.68,C485086472,614994.06,428355.98,0,0
254,CASH_OUT,282450.84,C2511849,0.0,0.0,C75041263,3524793.76,3807244.61,0,0
212,CASH_IN,183268.75,C785728779,59969.0,243237.75,C25499161,689449.51,270005.98,0,0
37,CASH_OUT,168901.63,C1922194811,38397.0,0.0,C1980860229,106636.0,275537.63,0,0
402,PAYMENT,7570.19,C1700081123,209447.39,201877.2,M769360689,0.0,0.0,0,0
139,CASH_IN,56403.4,C991672844,8101963.42,8158366.82,C2052188480,1309407.45,1253004.04,0,0
204,CASH_OUT,158590.28,C1924580519,0.0,0.0,C613582737,1292661.9,1451252.18,0,0
382,CASH_OUT,95064.14,C1882763869,554054.61,458990.47,C1351910497,0.0,95064.14,0,0
372,TRANSFER,404621.03,C1069727690,150501.0,0.0,C714178102,8928560.17,9333181.2,0,0
380,CASH_OUT,181600.83,C488063878,25244.0,0.0,C621831930,0.0,181600.83,0,0
404,CASH_OUT,25634.56,C755980216,0.0,0.0,C1368955366,203974.01,229608.56,0,0
394,CASH_OUT,133334.61,C489133951,0.0,0.0,C339988651,581144.86,714479.46,0,0
399,CASH_IN,118971.19,C1410322838,23734.0,142705.19,C815024461,0.0,0.0,0,0
352,TRANSFER,154052.34,C2069798530,154052.34,0.0,C2110724119,0.0,0.0,1,0
328,CASH_OUT,227224.48,C480918032,0.0,0.0,C704005596,621120.24,848344.72,0,0
307,CASH_OUT,229239.86,C1491311471,0.0,0.0,C1940451868,642284.45,871524.32,0,0
299,PAYMENT,39466.43,C2001894571,1074.0,0.0,M315882690,0.0,0.0,0,0
208,PAYMENT,12301.52,C529591782,0.0,0.0,M409142660,0.0,0.0,0,0
234,TRANSFER,264949.69,C1912538788,264949.69,0.0,C455997820,0.0,0.0,1,0
34,PAYMENT,20854.71,C1740195173,2146.0,0.0,M1374192366,0.0,0.0,0,0
209,CASH_OUT,18384.66,C477170874,0.0,0.0,C802916114,1749064.97,1767449.63,0,0
525,PAYMENT,16843.09,C141111317,328931.38,312088.28,M1954830904,0.0,0.0,0,0
399,CASH_OUT,176820.26,C1216850367,24063.0,0.0,C82805485,270517.93,447338.19,0,0
133,CASH_OUT,38117.74,C2019786267,0.0,0.0,C682356552,386904.54,425022.28,0,0
137,CASH_OUT,327907.86,C402521954,30456.0,0.0,C2029859729,0.0,327907.86,0,0
351,CASH_OUT,173198.42,C1489218978,11198.0,0.0,C493485119,1138572.49,1470838.54,0,0
41,PAYMENT,9620.84,C393954118,0.0,0.0,M1752674597,0.0,0.0,0,0
16,CASH_IN,94074.7,C733728584,1109593.49,1203668.19,C2038430647,794919.86,700845.15,0,0
9,PAYMENT,10039.49,C33770705,20427.0,10387.51,M492409174,0.0,0.0,0,0
182,CASH_OUT,158509.37,C938760363,99018.0,0.0,C804816022,255951.67,414461.04,0,0
255,CASH_OUT,81976.99,C259259534,0.0,0.0,C2084787036,124541.57,206518.55,0,0
37,CASH_OUT,211870.74,C844890230,0.0,0.0,C276191877,1772602.67,1939593.42,0,0
188,PAYMENT,5922.57,C459414778,10283.0,4360.43,M1079341601,0.0,0.0,0,0
41,CASH_OUT,369927.53,C471551586,0.0,0.0,C2021135885,2130765.11,2500692.64,0,0
42,PAYMENT,13263.81,C866278032,0.0,0.0,M1704911424,0.0,0.0,0,0
232,CASH_OUT,103146.04,C867671893,71047.0,0.0,C1665583547,478871.52,582017.55,0,0
41,TRANSFER,70349.91,C1060222305,18972.0,0.0,C2140228264,520334.56,590684.46,0,0
139,PAYMENT,60245.96,C500524496,100626.0,40380.04,M216296096,0.0,0.0,0,0
251,PAYMENT,14202.7,C1766147337,0.0,0.0,M1983329847,0.0,0.0,0,0
592,CASH_IN,21275.94,C450499478,11078.0,32353.94,C1703257057,6934025.83,6912749.89,0,0
