step,transactions,fraud_transactions,fraud_rate,total_amount,avg_amount
492,5119,6,0.001172103926548154,1172822465.1299999,229111.63608712636
493,1819,8,0.0043980208905992305,422340538.14,232182.81371083012
494,8,8,1.0,22656512.98,2832064.1225
495,3256,16,0.004914004914004914,722693286.4,221957.39754299753
496,873,6,0.006872852233676976,162350118.6,185968.06254295533
497,20,20,1.0,44196804.32,2209840.216
498,12,12,1.0,42134942.8,3511245.233333333
499,10,10,1.0,3823494.9,382349.49
500,6108,4,0.0006548788474132286,881206032.83,144270.79777832353
501,28,28,1.0,79614672.48,2843381.16
502,313,12,0.038338658146964855,56704614.49,181164.90252396167
503,1878,10,0.005324813631522897,186350409.67,99228.12016506921
504,10,10,1.0,10039514.88,1003951.4880000001
505,936,8,0.008547008547008548,98603049.61,105345.13847222223
506,8,8,1.0,37329805.019999996,4666225.6274999995
507,14,14,1.0,42107207.22,3007657.6585714286
508,6,6,1.0,1907268.1600000001,317878.0266666667
509,288,14,0.04861111111111111,48899871.07,169791.21899305555
510,10,10,1.0,16351972.12,1635197.2119999998
511,6,6,1.0,3040983.82,506830.63666666666
512,12,12,1.0,24542548.84,2045212.4033333333
513,10,10,1.0,4352810.34,435281.034
514,8733,14,0.0016031146226955226,1999273152.65,228933.14469827095
515,6,6,1.0,854962.98,142493.83
516,14,14,1.0,49316030.56,3522573.6114285714
517,1391,6,0.004313443565780014,233099715.33,167577.0778792236
518,3488,8,0.0022935779816513763,649922857.86,186331.09456995412
519,12,12,1.0,5862921.82,488576.81833333336
520,3037,12,0.003951267698386566,589367419.26,194062.3705169575
521,14,14,1.0,11945989.74,853284.9814285714
522,18631,14,0.0007514357790778809,3670726387.08,197022.51017551392
523,30,30,1.0,69540142.4,2318004.746666667
524,2664,4,0.0015015015015015015,367784058.74,138057.0791066066
525,8023,2,0.0002492833104823632,956470572.52,119216.07534837343
526,2470,12,0.004858299595141701,272760266.42,110429.25765991904
527,2697,6,0.002224694104560623,275898931.96,102298.45456433074
528,937,14,0.014941302027748132,85319692.74,91056.23558164354
529,33,6,0.18181818181818182,15241906.52,461875.95515151514
530,409,8,0.019559902200488997,54769365.81,133910.42985330074
531,250,14,0.056,57770528.47,231082.11388
532,95,6,0.06315789473684211,13926809.05,146597.99000000002
533,12,12,1.0,13069443.860000001,1089120.3216666668
534,531,12,0.022598870056497175,52014715.13,97956.14902071563
535,6,6,1.0,2535105.66,422517.61000000004
536,12,12,1.0,7342744.3,611895.3583333333
537,18,18,1.0,7191162.739999999,399509.04111111106
538,3120,10,0.003205128205128205,803923598.25,257667.81995192307
539,4,4,1.0,556966.14,139241.535
540,5476,6,0.001095690284879474,1069628453.07,195330.25074324326
541,12,12,1.0,43310664.08,3609222.0066666664
542,4475,10,0.0022346368715083797,763897085.02,170703.25922234636
543,6,6,1.0,5380517.8,896752.9666666667
544,9358,6,0.0006411626415900834,1644902213.31,175774.97470720237
545,3562,0,0.0,545060662.95,153020.9609629422
546,7771,10,0.0012868356710848024,1169423725.34,150485.61643803885
547,2261,8,0.0035382574082264487,359716407.21999997,159096.15533834585
548,5689,2,0.0003515556336790297,703318157.58,123627.7302830023
549,642,12,0.018691588785046728,61541864.88,95859.60261682243
550,4804,8,0.0016652789342214821,552312295.48,114969.25384679434
551,949,18,0.018967334035827187,98573979.62,103871.4221496312
552,1517,10,0.0065919578114700065,149337625.67,98442.73280817401
553,8,8,1.0,4677417.0,584677.125
554,18,18,1.0,85876715.24,4770928.624444444
555,144,6,0.041666666666666664,23050207.14,160070.88291666668
556,6,6,1.0,3120878.82,520146.47
557,20,20,1.0,19343563.1,967178.155
558,14,14,1.0,8472680.219999999,605191.4442857142
559,10,10,1.0,8614436.24,861443.6240000001
560,10,10,1.0,4471218.4399999995,447121.8439999999
561,16,16,1.0,17311068.86,1081941.80375
562,10,10,1.0,34103614.62,3410361.462
563,3284,18,0.0054811205846528625,680900659.41,207338.81224421435
564,3546,16,0.0045121263395375075,593339197.85,167326.33893119008
565,5425,12,0.0022119815668202765,929420893.75,171321.82373271888
566,1421,6,0.00422237860661506,210434744.41,148089.19381421534
567,4356,10,0.002295684113865932,692432804.61,158960.698946281
568,14,14,1.0,21012595.98,1500899.7128571428
569,1182,14,0.011844331641285956,196460391.21,166210.14484771574
570,1965,10,0.005089058524173028,290204523.94,147686.78063104325
571,4256,10,0.002349624060150376,637073127.54,149688.2348543233
572,18,18,1.0,11261178.0,625621.0
573,3487,8,0.002294235732721537,389848074.51,111800.42285919128
574,2614,4,0.001530221882172915,295795973.7,113158.36790359602
575,8,8,1.0,4362409.58,545301.1975
576,877,14,0.01596351197263398,81920995.88,93410.4856100342
577,364,12,0.03296703296703297,45191071.07,124151.29414835165
578,269,20,0.07434944237918216,59022160.44,219413.2358364312
579,12,12,1.0,13391113.62,1115926.135
580,58,10,0.1724137931034483,16815292.89,289918.8429310345
581,10,10,1.0,8109043.62,810904.362
582,775,16,0.02064516129032258,68649688.11,88580.24272258065
583,16,16,1.0,12437199.9,777324.99375
584,281,8,0.028469750889679714,42427857.93,150988.81825622777
585,2047,6,0.0029311187103077674,299768066.48,146442.6314020518
586,1581,12,0.007590132827324478,317120822.11,200582.43017710312
587,2740,6,0.0021897810218978104,543681227.43,198423.80563138684
588,4894,12,0.002451982018798529,775258607.31,158410.0137535758
589,6245,2,0.0003202562049639712,1070599526.98,171433.07077341873
590,6584,8,0.001215066828675577,1141494285.49,173373.98017770352
591,57,12,0.21052631578947367,23057518.83,404517.8742105263
592,5373,10,0.0018611576400521124,898961370.63,167310.88230597432
593,4,4,1.0,795846.68,198961.67
594,6536,10,0.0015299877600979193,998077347.42,152704.61251835985
595,5434,12,0.002208317997791682,725710623.93,133549.98600110415
596,9319,8,0.0008584612082841507,1459229978.32,156586.54129413026
597,2486,6,0.002413515687851971,334291994.35,134469.82878117458
598,934,4,0.004282655246252677,101198178.91,108349.22795503211
599,1816,6,0.003303964757709251,186384113.39,102634.42367290748
600,18,18,1.0,35814392.02,1989688.4455555556
601,865,10,0.011560693641618497,86666912.34,100192.96224277456
602,8,8,1.0,5697984.22,712248.0275
603,12,12,1.0,19318593.14,1609882.7616666667
604,8,8,1.0,11736101.32,1467012.665
605,16,16,1.0,10418263.96,651141.4975
606,14,14,1.0,29801780.8,2128698.628571429
607,8,8,1.0,1402691.26,175336.4075
608,1082,16,0.014787430683918669,153163443.4,141555.86266173754
609,8,8,1.0,1962933.2999999998,245366.66249999998
610,1199,12,0.010008340283569641,151695358.52,126518.23062552128
611,14,14,1.0,7014769.8,501054.9857142857
612,2677,12,0.0044826298094882335,442827835.17,165419.4378670153
613,45,20,0.4444444444444444,20714053.12,460312.2915555556
614,1278,16,0.012519561815336464,176103740.92,137796.35439749606
615,8,8,1.0,18864296.14,2358037.0175
616,6,6,1.0,17192937.16,2865489.526666667
617,2680,16,0.005970149253731343,491921999.56,183552.98491044776
618,8,8,1.0,4093382.08,511672.76
619,2800,14,0.005,379732051.64,135618.58987142856
620,8,8,1.0,1470584.12,183823.015
621,1121,18,0.016057091882247992,167092597.9,149056.73318465656
622,4,4,1.0,1667642.96,416910.74
623,6,6,1.0,842672.1599999999,140445.36
624,10,10,1.0,27307081.34,2730708.134
625,24,24,1.0,59187126.16,2466130.2566666664
626,6,6,1.0,265400.04,44233.34
627,4,4,1.0,7419082.84,1854770.71
628,6,6,1.0,2388645.62,398107.60333333333
629,20,20,1.0,27300034.54,1365001.727
630,150,4,0.02666666666666667,33632566.49,224217.10993333336
631,12,12,1.0,34322908.44,2860242.3699999996
632,8,8,1.0,2045006.0000000002,255625.75000000003
633,8,8,1.0,9469682.56,1183710.32
634,10,10,1.0,19967336.099999998,1996733.6099999999
635,16,16,1.0,9757174.24,609823.39
636,12,12,1.0,6594877.6,549573.1333333333
637,3390,12,0.0035398230088495575,595977588.59,175804.5984041298
638,14,14,1.0,30445090.82,2174649.3442857144
639,14,14,1.0,3833999.26,273857.08999999997
640,1398,14,0.010014306151645207,235460464.64,168426.6556795422
641,10,10,1.0,11484847.26,1148484.726
642,1141,8,0.007011393514460999,153551791.7,134576.50455740577
643,14,14,1.0,15829698.559999999,1130692.7542857141
644,2267,10,0.004411116012351125,331214212.58,146102.43166299074
645,10,10,1.0,24279751.58,2427975.158
646,20,20,1.0,124559607.03999999,6227980.352
647,10,10,1.0,9725016.58,972501.658
648,14,14,1.0,7556887.52,539777.6799999999
649,263,10,0.03802281368821293,37659787.22,143193.10730038022
650,16,16,1.0,15453019.1,965813.69375
651,10,10,1.0,27449340.32,2744934.032
652,14,14,1.0,13800111.76,985722.2685714286
653,8,8,1.0,3335889.22,416986.1525
654,8,8,1.0,4244319.9,530539.9875
655,4,4,1.0,598814.78,149703.695
656,1965,16,0.008142493638676845,259853656.6,132241.04661577608
657,10,10,1.0,12898473.72,1289847.372
658,14,14,1.0,22548885.34,1610634.667142857
659,2500,10,0.004,873676951.75,349470.7807
660,12,12,1.0,1937697.7799999998,161474.81499999997
661,4877,8,0.0016403526758253025,901440925.14,184835.12920647938
662,2,2,1.0,2936608.7,1468304.35
663,10,10,1.0,3242072.3000000003,324207.23000000004
664,1125,20,0.017777777777777778,206521853.94,183574.98128
665,10,10,1.0,8904817.3,890481.7300000001
666,6,6,1.0,1527287.1,254547.85
667,1400,6,0.004285714285714286,179970457.4,128550.32671428572
668,8,8,1.0,26890502.8,3361312.85
669,322,8,0.024844720496894408,58813878.19,182651.795621118
670,1906,12,0.0062959076600209865,237652009.99,124686.25917628541
671,18,18,1.0,64327964.699999996,3573775.8166666664
672,153,8,0.05228758169934641,41032712.71,268187.66477124183
673,445,12,0.02696629213483146,46009039.61,103391.100247191
674,14,14,1.0,42027958.24,3001997.0171428574
675,30,10,0.3333333333333333,42253301.82,1408443.394
676,8,8,1.0,18117891.12,2264736.39
677,8,8,1.0,44065100.36,5508137.545
678,6,6,1.0,4961854.359999999,826975.7266666666
679,72,6,0.08333333333333333,25048646.98,347897.8747222222
680,22,22,1.0,60114590.72,2732481.3963636365
681,4703,4,0.0008505209440782479,910235264.29,193543.53907931107
682,6,6,1.0,877562.34,146260.38999999998
683,2192,8,0.0036496350364963502,459245005.17,209509.58265054744
684,4562,8,0.0017536168347216134,1484350041.8,325372.6527400263
685,14,14,1.0,47544533.98,3396038.141428571
686,4689,16,0.0034122414160801876,831815555.85,177397.21813819578
687,8040,8,0.0009950248756218905,1366713387.51,169989.2273022388
688,7885,8,0.001014584654407102,1187365885.55,150585.4008306912
689,14,14,1.0,20273406.88,1448100.4914285713
690,4972,12,0.002413515687851971,702292231.94,141249.44327031376
691,4809,12,0.002495321272613849,614821524.29,127848.10236847577
692,6898,20,0.0028993911278631487,833578997.72,120843.5775181212
693,4,4,1.0,2965073.02,741268.255
694,2664,24,0.009009009009009009,327597102.24,122971.88522522523
695,2827,10,0.003537318712415989,282980385.48,100099.18128050938
696,6,6,1.0,2382110.8,397018.4666666666
697,12,12,1.0,7788654.279999999,649054.5233333333
698,65,16,0.24615384615384617,70036302.89,1077481.582923077
699,55,16,0.2909090909090909,16390227.15,298004.13
700,6,6,1.0,2189920.66,364986.7766666667
701,18,18,1.0,25820556.98,1434475.3877777779
702,14,14,1.0,65416667.71,4672619.122142857
703,8,8,1.0,14723066.040000001,1840383.2550000001
704,16,16,1.0,31025756.86,1939109.80375
705,2362,10,0.004233700254022015,361371329.1,152993.78878069433
706,4,4,1.0,2401102.9,600275.725
707,309,10,0.032362459546925564,59112032.05,191301.07459546925
708,4,4,1.0,6459344.859999999,1614836.2149999999
709,2313,8,0.0034587116299178555,360113385.39,155691.04426718547
710,1788,14,0.007829977628635347,378576308.51,211731.7161689038
711,8,8,1.0,14371325.16,1796415.645
712,23,12,0.5217391304347826,5062673.81,220116.25260869562
713,8,8,1.0,14119525.3,1764940.6625
714,681,14,0.020558002936857563,124975261.94,183517.2715712188
715,1879,10,0.005321979776476849,246325271.49,131093.81133049494
716,140,8,0.05714285714285714,32909274.65,235066.2475
717,632,12,0.0189873417721519,57639917.81,91202.40159810126
718,918,16,0.017429193899782137,78195898.53,85180.71735294118
719,14,14,1.0,19259355.64,1375668.26
720,10,10,1.0,1617246.4599999997,161724.64599999998
721,4,4,1.0,189712.36,47428.09
722,10,10,1.0,9511315.58,951131.558
723,14,14,1.0,20923093.02,1494506.6442857143
724,14,14,1.0,6120113.76,437150.98285714287
725,4,4,1.0,1993163.7,498290.925
726,22,22,1.0,20213984.4,918817.4727272727
727,12,12,1.0,15852217.1,1321018.0916666666
728,10,10,1.0,21656065.24,2165606.5239999997
729,4,4,1.0,2385956.5799999996,596489.1449999999
730,28,28,1.0,115003435.05,4107265.5375
731,16,16,1.0,3880955.34,242559.70875
732,10,10,1.0,4391950.92,439195.092
733,10,10,1.0,6113203.279999999,611320.328
734,8,8,1.0,27827406.36,3478425.795
735,12,12,1.0,3155523.32,262960.2766666667
736,14,14,1.0,32530967.34,2323640.524285714
737,10,10,1.0,9560119.88,956011.9880000001
738,10,10,1.0,2883702.98,288370.298
739,10,10,1.0,16587831.36,1658783.136
740,6,6,1.0,7632963.58,1272160.5966666667
741,22,22,1.0,87828992.99,3992226.9540909086
742,14,14,1.0,14323735.200000001,1023123.9428571429
743,8,8,1.0,17519825.5,2189978.1875
